flight_type,flight,airlineCode,airlineName,flightNumber,flightId,otherAirport,otherCity,terminal,gate,carousel,scheduledTime,estimatedTime,actualTime,status,statusText,aircraftIata,aircraftIcao,aircraftModel,registration,duration,serviceType,codeshares,numCodeshares
arrivals,UA1730,UA,United Airlines,1730,245464318,SAN,San Diego,7,75B,,2026-04-29T19:14:00-07:00,2026-04-29T19:14:00-07:00,2026-04-29T19:08:00-07:00,IA,In Air,7M9,B39M,Boeing 737MAX 9 Passenger,N37556,58,J,AV2142|LH8876|NH7266|NZ6939|OZ6234|VA8420,6
arrivals,UA1730,UA,United Airlines,1730,245464318,SAN,San Diego,7,75B,,2026-04-29T19:14:00-07:00,2026-04-29T19:14:00-07:00,2026-04-29T19:08:00-07:00,IA,In Air,7M9,B39M,Boeing 737MAX 9 Passenger,N37556,58,J,AV2142|LH8876|NH7266|NZ6939|OZ6234|VA8420,6
arrivals,UA1730,UA,United Airlines,1730,245464318,SAN,San Diego,7,75B,,2026-04-29T19:14:00-07:00,2026-04-29T19:14:00-07:00,2026-04-29T19:08:00-07:00,IA,In Air,7M9,B39M,Boeing 737MAX 9 Passenger,N37556,58,J,AV2142|LH8876|NH7266|NZ6939|OZ6234|VA8420,6
arrivals,UA1730,UA,United Airlines,1730,245464318,SAN,San Diego,7,75B,,2026-04-29T19:14:00-07:00,2026-04-29T19:14:00-07:00,2026-04-29T19:08:00-07:00,IA,In Air,7M9,B39M,Boeing 737MAX 9 Passenger,N37556,58,J,AV2142|LH8876|NH7266|NZ6939|OZ6234|VA8420,6
arrivals,UA1730,UA,United Airlines,1730,245464318,SAN,San Diego,7,75B,,2026-04-29T19:14:00-07:00,2026-04-29T19:14:00-07:00,2026-04-29T19:08:00-07:00,IA,In Air,7M9,B39M,Boeing 737MAX 9 Passenger,N37556,58,J,AV2142|LH8876|NH7266|NZ6939|OZ6234|VA8420,6
arrivals,UA1730,UA,United Airlines,1730,245464318,SAN,San Diego,7,75B,,2026-04-29T19:14:00-07:00,2026-04-29T19:14:00-07:00,2026-04-29T19:08:00-07:00,IA,In Air,7M9,B39M,Boeing 737MAX 9 Passenger,N37556,58,J,AV2142|LH8876|NH7266|NZ6939|OZ6234|VA8420,6
arrivals,UA1730,UA,United Airlines,1730,245464318,SAN,San Diego,7,75B,,2026-04-29T19:14:00-07:00,2026-04-29T19:14:00-07:00,2026-04-29T19:08:00-07:00,IA,In Air,7M9,B39M,Boeing 737MAX 9 Passenger,N37556,58,J,AV2142|LH8876|NH7266|NZ6939|OZ6234|VA8420,6
arrivals,Y4713,Y4,Volaris,713,245464500,MEX,Mexico City,B,201A,,2026-04-29T19:17:00-07:00,2026-04-30T00:15:00-07:00,2026-04-30T00:15:00-07:00,IA,In Air,32N,A20N,Airbus A320neo,N547VL,223,J,F96713,1
arrivals,Y4713,Y4,Volaris,713,245464500,MEX,Mexico City,B,201A,,2026-04-29T19:17:00-07:00,2026-04-30T00:15:00-07:00,2026-04-30T00:15:00-07:00,IA,In Air,32N,A20N,Airbus A320neo,N547VL,223,J,F96713,1
arrivals,DL1483,DL,Delta Air Lines,1483,245465059,SLC,Salt Lake City,3,31B,,2026-04-29T19:24:00-07:00,2026-04-29T19:30:00-07:00,,DP,Departed,321,A21N,Airbus A321neo,N580DT,109,J,AM3440|KE7465|VS1884,3
arrivals,DL1483,DL,Delta Air Lines,1483,245465059,SLC,Salt Lake City,3,31B,,2026-04-29T19:24:00-07:00,2026-04-29T19:30:00-07:00,,DP,Departed,321,A21N,Airbus A321neo,N580DT,109,J,AM3440|KE7465|VS1884,3
arrivals,DL1483,DL,Delta Air Lines,1483,245465059,SLC,Salt Lake City,3,31B,,2026-04-29T19:24:00-07:00,2026-04-29T19:30:00-07:00,,DP,Departed,321,A21N,Airbus A321neo,N580DT,109,J,AM3440|KE7465|VS1884,3
arrivals,DL1483,DL,Delta Air Lines,1483,245465059,SLC,Salt Lake City,3,31B,,2026-04-29T19:24:00-07:00,2026-04-29T19:30:00-07:00,,DP,Departed,321,A21N,Airbus A321neo,N580DT,109,J,AM3440|KE7465|VS1884,3
arrivals,CA8416,CA,Air China,8416,245464987,PVG,Shanghai (Pudong),,,,2026-04-29T19:25:00-07:00,2026-04-29T19:25:00-07:00,,IA,In Air,77F,B744,Boeing 777 Freighter,,830,J,,0
arrivals,WN4429,WN,Southwest Airlines,4429,245466037,DEN,Denver,1,13,,2026-04-29T19:30:00-07:00,2026-04-29T19:36:00-07:00,2026-04-29T19:38:00-07:00,IA,In Air,7S8,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N8313F,135,J,,0
arrivals,OO3303,OO,SkyWest,3303,245466416,PSC,Pasco,6,67,,2026-04-29T19:35:00-07:00,2026-04-29T19:35:00-07:00,2026-04-29T19:25:00-07:00,IA,In Air,E7W,E75L,Embraer 175,N176SY,157,J,,0
arrivals,LX41,LX,Swiss International Air Lines,41,245467043,ZRH,Zurich,B,152,,2026-04-29T19:35:00-07:00,2026-04-29T19:35:00-07:00,2026-04-29T19:33:00-07:00,IA,In Air,77W,B77W,Boeing 777-300ER Passenger,HBJNF,670,J,UA9729,1
arrivals,LX41,LX,Swiss International Air Lines,41,245467043,ZRH,Zurich,B,152,,2026-04-29T19:35:00-07:00,2026-04-29T19:35:00-07:00,2026-04-29T19:33:00-07:00,IA,In Air,77W,B77W,Boeing 777-300ER Passenger,HBJNF,670,J,UA9729,1
arrivals,OO3303,OO,SkyWest,3303,246130887,PSC,Pasco,,67,,2026-04-29T19:35:00-07:00,2026-04-29T19:35:00-07:00,2026-04-29T19:25:00-07:00,DP,Departed,E75,,,,,J,,0
arrivals,AS233,AS,Alaska Airlines,233,245466396,EUG,Eugene,6,64A,,2026-04-29T19:40:00-07:00,2026-04-29T19:40:00-07:00,2026-04-29T19:28:00-07:00,DP,Departed,7M9,B39M,Boeing 737MAX 9 Passenger,N972AK,143,J,AA9426|AY2547|TN2561,3
arrivals,AS233,AS,Alaska Airlines,233,245466396,EUG,Eugene,6,64A,,2026-04-29T19:40:00-07:00,2026-04-29T19:40:00-07:00,2026-04-29T19:28:00-07:00,DP,Departed,7M9,B39M,Boeing 737MAX 9 Passenger,N972AK,143,J,AA9426|AY2547|TN2561,3
arrivals,AS233,AS,Alaska Airlines,233,245466396,EUG,Eugene,6,64A,,2026-04-29T19:40:00-07:00,2026-04-29T19:40:00-07:00,2026-04-29T19:28:00-07:00,DP,Departed,7M9,B39M,Boeing 737MAX 9 Passenger,N972AK,143,J,AA9426|AY2547|TN2561,3
arrivals,AS233,AS,Alaska Airlines,233,245466396,EUG,Eugene,6,64A,,2026-04-29T19:40:00-07:00,2026-04-29T19:40:00-07:00,2026-04-29T19:28:00-07:00,DP,Departed,7M9,B39M,Boeing 737MAX 9 Passenger,N972AK,143,J,AA9426|AY2547|TN2561,3
arrivals,AA2312,AA,American Airlines,2312,245467747,PHX,Phoenix,B,151,,2026-04-29T19:44:00-07:00,2026-04-29T19:37:00-07:00,2026-04-29T19:37:00-07:00,DP,Departed,738M,B38M,Boeing 737MAX 8 Passenger,N306UH,90,J,AY3679|JL7538|TN1302,3
arrivals,AA2312,AA,American Airlines,2312,245467747,PHX,Phoenix,B,151,,2026-04-29T19:44:00-07:00,2026-04-29T19:37:00-07:00,2026-04-29T19:37:00-07:00,DP,Departed,738M,B38M,Boeing 737MAX 8 Passenger,N306UH,90,J,AY3679|JL7538|TN1302,3
arrivals,AA2312,AA,American Airlines,2312,245467747,PHX,Phoenix,B,151,,2026-04-29T19:44:00-07:00,2026-04-29T19:37:00-07:00,2026-04-29T19:37:00-07:00,DP,Departed,738M,B38M,Boeing 737MAX 8 Passenger,N306UH,90,J,AY3679|JL7538|TN1302,3
arrivals,AA2312,AA,American Airlines,2312,245467747,PHX,Phoenix,B,151,,2026-04-29T19:44:00-07:00,2026-04-29T19:37:00-07:00,2026-04-29T19:37:00-07:00,DP,Departed,738M,B38M,Boeing 737MAX 8 Passenger,N306UH,90,J,AY3679|JL7538|TN1302,3
arrivals,OO3394,OO,SkyWest,3394,245467860,BOI,Boise,6,66,,2026-04-29T19:45:00-07:00,2026-04-29T20:45:00-07:00,2026-04-29T21:06:00-07:00,IA,In Air,E7W,E75L,Embraer 175,N173SY,136,J,AA7545|AY2539|BA7627|DE5172|QF3640|TN2415,6
arrivals,OO3394,OO,SkyWest,3394,245467860,BOI,Boise,6,66,,2026-04-29T19:45:00-07:00,2026-04-29T20:45:00-07:00,2026-04-29T21:06:00-07:00,IA,In Air,E7W,E75L,Embraer 175,N173SY,136,J,AA7545|AY2539|BA7627|DE5172|QF3640|TN2415,6
arrivals,OO3394,OO,SkyWest,3394,245467860,BOI,Boise,6,66,,2026-04-29T19:45:00-07:00,2026-04-29T20:45:00-07:00,2026-04-29T21:06:00-07:00,IA,In Air,E7W,E75L,Embraer 175,N173SY,136,J,AA7545|AY2539|BA7627|DE5172|QF3640|TN2415,6
arrivals,OO3394,OO,SkyWest,3394,245467860,BOI,Boise,6,66,,2026-04-29T19:45:00-07:00,2026-04-29T20:45:00-07:00,2026-04-29T21:06:00-07:00,IA,In Air,E7W,E75L,Embraer 175,N173SY,136,J,AA7545|AY2539|BA7627|DE5172|QF3640|TN2415,6
arrivals,OO3394,OO,SkyWest,3394,245467860,BOI,Boise,6,66,,2026-04-29T19:45:00-07:00,2026-04-29T20:45:00-07:00,2026-04-29T21:06:00-07:00,IA,In Air,E7W,E75L,Embraer 175,N173SY,136,J,AA7545|AY2539|BA7627|DE5172|QF3640|TN2415,6
arrivals,OO3394,OO,SkyWest,3394,245467860,BOI,Boise,6,66,,2026-04-29T19:45:00-07:00,2026-04-29T20:45:00-07:00,2026-04-29T21:06:00-07:00,IA,In Air,E7W,E75L,Embraer 175,N173SY,136,J,AA7545|AY2539|BA7627|DE5172|QF3640|TN2415,6
arrivals,OO3394,OO,SkyWest,3394,245467860,BOI,Boise,6,66,,2026-04-29T19:45:00-07:00,2026-04-29T20:45:00-07:00,2026-04-29T21:06:00-07:00,IA,In Air,E7W,E75L,Embraer 175,N173SY,136,J,AA7545|AY2539|BA7627|DE5172|QF3640|TN2415,6
arrivals,BF731,BF,Aero-Service,731,245467897,ORY,"Paris (Orly, Val-de-Marne)",B,206,,2026-04-29T19:45:00-07:00,2026-04-29T19:45:00-07:00,,IA,In Air,359,A359,Airbus A350-900,FHREU,650,J,TX6731,1
arrivals,BF731,BF,Aero-Service,731,245467897,ORY,"Paris (Orly, Val-de-Marne)",B,206,,2026-04-29T19:45:00-07:00,2026-04-29T19:45:00-07:00,,IA,In Air,359,A359,Airbus A350-900,FHREU,650,J,TX6731,1
arrivals,OO3394,OO,SkyWest,3394,246130888,BOI,Boise,,66,,2026-04-29T19:45:00-07:00,2026-04-29T20:45:00-07:00,2026-04-29T21:06:00-07:00,DP,Departed,E75,,,,,J,,0
arrivals,AS1450,AS,Alaska Airlines,1450,245467848,SFO,San Francisco,6,60,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:43:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N564AS,90,J,AY2512|DE5009|TN2762,3
arrivals,AS1450,AS,Alaska Airlines,1450,245467848,SFO,San Francisco,6,60,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:43:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N564AS,90,J,AY2512|DE5009|TN2762,3
arrivals,AS1450,AS,Alaska Airlines,1450,245467848,SFO,San Francisco,6,60,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:43:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N564AS,90,J,AY2512|DE5009|TN2762,3
arrivals,AS1450,AS,Alaska Airlines,1450,245467848,SFO,San Francisco,6,60,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:43:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N564AS,90,J,AY2512|DE5009|TN2762,3
arrivals,AS1479,AS,Alaska Airlines,1479,245467852,SEA,Seattle,6,65B,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:54:00-07:00,DP,Departed,7M8,B38M,Boeing 737MAX 8 Passenger,N805AK,182,J,AY3923|CX7938|QF3725|TN2373,4
arrivals,AS1479,AS,Alaska Airlines,1479,245467852,SEA,Seattle,6,65B,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:54:00-07:00,DP,Departed,7M8,B38M,Boeing 737MAX 8 Passenger,N805AK,182,J,AY3923|CX7938|QF3725|TN2373,4
arrivals,AS1479,AS,Alaska Airlines,1479,245467852,SEA,Seattle,6,65B,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:54:00-07:00,DP,Departed,7M8,B38M,Boeing 737MAX 8 Passenger,N805AK,182,J,AY3923|CX7938|QF3725|TN2373,4
arrivals,AS1479,AS,Alaska Airlines,1479,245467852,SEA,Seattle,6,65B,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:54:00-07:00,DP,Departed,7M8,B38M,Boeing 737MAX 8 Passenger,N805AK,182,J,AY3923|CX7938|QF3725|TN2373,4
arrivals,AS1479,AS,Alaska Airlines,1479,245467852,SEA,Seattle,6,65B,,2026-04-29T19:50:00-07:00,2026-04-29T19:50:00-07:00,2026-04-29T19:54:00-07:00,DP,Departed,7M8,B38M,Boeing 737MAX 8 Passenger,N805AK,182,J,AY3923|CX7938|QF3725|TN2373,4
arrivals,DL1515,DL,Delta Air Lines,1515,245468051,LAS,Las Vegas,3,141,,2026-04-29T19:50:00-07:00,2026-04-29T20:15:00-07:00,,DP,Departed,737,B739,Boeing 737-900 pax,N813DN,69,J,AM3853|KE3486|LA8441|LY4508|SK3847|VS1581|WS7340,7
arrivals,DL1515,DL,Delta Air Lines,1515,245468051,LAS,Las Vegas,3,141,,2026-04-29T19:50:00-07:00,2026-04-29T20:15:00-07:00,,DP,Departed,737,B739,Boeing 737-900 pax,N813DN,69,J,AM3853|KE3486|LA8441|LY4508|SK3847|VS1581|WS7340,7
arrivals,DL1515,DL,Delta Air Lines,1515,245468051,LAS,Las Vegas,3,141,,2026-04-29T19:50:00-07:00,2026-04-29T20:15:00-07:00,,DP,Departed,737,B739,Boeing 737-900 pax,N813DN,69,J,AM3853|KE3486|LA8441|LY4508|SK3847|VS1581|WS7340,7
arrivals,DL1515,DL,Delta Air Lines,1515,245468051,LAS,Las Vegas,3,141,,2026-04-29T19:50:00-07:00,2026-04-29T20:15:00-07:00,,DP,Departed,737,B739,Boeing 737-900 pax,N813DN,69,J,AM3853|KE3486|LA8441|LY4508|SK3847|VS1581|WS7340,7
arrivals,DL1515,DL,Delta Air Lines,1515,245468051,LAS,Las Vegas,3,141,,2026-04-29T19:50:00-07:00,2026-04-29T20:15:00-07:00,,DP,Departed,737,B739,Boeing 737-900 pax,N813DN,69,J,AM3853|KE3486|LA8441|LY4508|SK3847|VS1581|WS7340,7
arrivals,DL1515,DL,Delta Air Lines,1515,245468051,LAS,Las Vegas,3,141,,2026-04-29T19:50:00-07:00,2026-04-29T20:15:00-07:00,,DP,Departed,737,B739,Boeing 737-900 pax,N813DN,69,J,AM3853|KE3486|LA8441|LY4508|SK3847|VS1581|WS7340,7
arrivals,DL1515,DL,Delta Air Lines,1515,245468051,LAS,Las Vegas,3,141,,2026-04-29T19:50:00-07:00,2026-04-29T20:15:00-07:00,,DP,Departed,737,B739,Boeing 737-900 pax,N813DN,69,J,AM3853|KE3486|LA8441|LY4508|SK3847|VS1581|WS7340,7
arrivals,DL1515,DL,Delta Air Lines,1515,245468051,LAS,Las Vegas,3,141,,2026-04-29T19:50:00-07:00,2026-04-29T20:15:00-07:00,,DP,Departed,737,B739,Boeing 737-900 pax,N813DN,69,J,AM3853|KE3486|LA8441|LY4508|SK3847|VS1581|WS7340,7
arrivals,Y41717,Y4,Volaris,1717,245471074,GDL,Guadalajara,B,201B,,2026-04-29T19:52:00-07:00,2026-04-29T19:52:00-07:00,2026-04-29T19:46:00-07:00,IA,In Air,32A,A320,Airbus A320-100/200,N519VL,187,J,F96717,1
arrivals,Y41717,Y4,Volaris,1717,245471074,GDL,Guadalajara,B,201B,,2026-04-29T19:52:00-07:00,2026-04-29T19:52:00-07:00,2026-04-29T19:46:00-07:00,IA,In Air,32A,A320,Airbus A320-100/200,N519VL,187,J,F96717,1
arrivals,AS321,AS,Alaska Airlines,321,245469327,ANC,Anchorage,6,68B,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T20:03:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N566AS,340,J,AY2535|DE5132|JL5436|KE6258|QF3724|TN2412,6
arrivals,AS321,AS,Alaska Airlines,321,245469327,ANC,Anchorage,6,68B,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T20:03:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N566AS,340,J,AY2535|DE5132|JL5436|KE6258|QF3724|TN2412,6
arrivals,AS321,AS,Alaska Airlines,321,245469327,ANC,Anchorage,6,68B,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T20:03:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N566AS,340,J,AY2535|DE5132|JL5436|KE6258|QF3724|TN2412,6
arrivals,AS321,AS,Alaska Airlines,321,245469327,ANC,Anchorage,6,68B,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T20:03:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N566AS,340,J,AY2535|DE5132|JL5436|KE6258|QF3724|TN2412,6
arrivals,AS321,AS,Alaska Airlines,321,245469327,ANC,Anchorage,6,68B,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T20:03:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N566AS,340,J,AY2535|DE5132|JL5436|KE6258|QF3724|TN2412,6
arrivals,AS321,AS,Alaska Airlines,321,245469327,ANC,Anchorage,6,68B,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T20:03:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N566AS,340,J,AY2535|DE5132|JL5436|KE6258|QF3724|TN2412,6
arrivals,AS321,AS,Alaska Airlines,321,245469327,ANC,Anchorage,6,68B,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T20:03:00-07:00,DP,Departed,73H,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N566AS,340,J,AY2535|DE5132|JL5436|KE6258|QF3724|TN2412,6
arrivals,LL2624,LL,Fly Level SL,2624,245470146,BCN,Barcelona,B,,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,,IA,In Air,332,A332,Airbus A330-200,ECNRH,705,J,AA8751|AS7714|AY5396|QR7239|VY9794,5
arrivals,LL2624,LL,Fly Level SL,2624,245470146,BCN,Barcelona,B,,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,,IA,In Air,332,A332,Airbus A330-200,ECNRH,705,J,AA8751|AS7714|AY5396|QR7239|VY9794,5
arrivals,LL2624,LL,Fly Level SL,2624,245470146,BCN,Barcelona,B,,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,,IA,In Air,332,A332,Airbus A330-200,ECNRH,705,J,AA8751|AS7714|AY5396|QR7239|VY9794,5
arrivals,LL2624,LL,Fly Level SL,2624,245470146,BCN,Barcelona,B,,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,,IA,In Air,332,A332,Airbus A330-200,ECNRH,705,J,AA8751|AS7714|AY5396|QR7239|VY9794,5
arrivals,LL2624,LL,Fly Level SL,2624,245470146,BCN,Barcelona,B,,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,,IA,In Air,332,A332,Airbus A330-200,ECNRH,705,J,AA8751|AS7714|AY5396|QR7239|VY9794,5
arrivals,LL2624,LL,Fly Level SL,2624,245470146,BCN,Barcelona,B,,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,,IA,In Air,332,A332,Airbus A330-200,ECNRH,705,J,AA8751|AS7714|AY5396|QR7239|VY9794,5
arrivals,UA1195,UA,United Airlines,1195,245470861,SFO,San Francisco,7,71A,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T19:47:00-07:00,IA,In Air,7S8,B738,Boeing 737-800 (Scimitar Winglets) Pax,N27239,90,J,CM1065|NZ9276|OZ6348|VA8057,4
arrivals,UA1195,UA,United Airlines,1195,245470861,SFO,San Francisco,7,71A,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T19:47:00-07:00,IA,In Air,7S8,B738,Boeing 737-800 (Scimitar Winglets) Pax,N27239,90,J,CM1065|NZ9276|OZ6348|VA8057,4
arrivals,UA1195,UA,United Airlines,1195,245470861,SFO,San Francisco,7,71A,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T19:47:00-07:00,IA,In Air,7S8,B738,Boeing 737-800 (Scimitar Winglets) Pax,N27239,90,J,CM1065|NZ9276|OZ6348|VA8057,4
arrivals,UA1195,UA,United Airlines,1195,245470861,SFO,San Francisco,7,71A,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T19:47:00-07:00,IA,In Air,7S8,B738,Boeing 737-800 (Scimitar Winglets) Pax,N27239,90,J,CM1065|NZ9276|OZ6348|VA8057,4
arrivals,UA1195,UA,United Airlines,1195,245470861,SFO,San Francisco,7,71A,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T19:47:00-07:00,IA,In Air,7S8,B738,Boeing 737-800 (Scimitar Winglets) Pax,N27239,90,J,CM1065|NZ9276|OZ6348|VA8057,4
arrivals,WN1341,WN,Southwest Airlines,1341,245470984,SMF,Sacramento,1,17A,,2026-04-29T19:55:00-07:00,2026-04-29T19:55:00-07:00,2026-04-29T19:53:00-07:00,IA,In Air,7S8,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N8698B,85,J,,0
arrivals,DL4148,DL,Delta Air Lines,4148,245469832,BOI,Boise,3,23B,,2026-04-29T19:57:00-07:00,2026-04-29T19:57:00-07:00,,DP,Departed,EMJ,,Embraer 175,N277SY,123,J,AF3063|AM3727|KE3194|KL6928|SK3574|VS2345,6
arrivals,DL4148,DL,Delta Air Lines,4148,245469832,BOI,Boise,3,23B,,2026-04-29T19:57:00-07:00,2026-04-29T19:57:00-07:00,,DP,Departed,EMJ,,Embraer 175,N277SY,123,J,AF3063|AM3727|KE3194|KL6928|SK3574|VS2345,6
arrivals,DL4148,DL,Delta Air Lines,4148,245469832,BOI,Boise,3,23B,,2026-04-29T19:57:00-07:00,2026-04-29T19:57:00-07:00,,DP,Departed,EMJ,,Embraer 175,N277SY,123,J,AF3063|AM3727|KE3194|KL6928|SK3574|VS2345,6
arrivals,DL4148,DL,Delta Air Lines,4148,245469832,BOI,Boise,3,23B,,2026-04-29T19:57:00-07:00,2026-04-29T19:57:00-07:00,,DP,Departed,EMJ,,Embraer 175,N277SY,123,J,AF3063|AM3727|KE3194|KL6928|SK3574|VS2345,6
arrivals,DL4148,DL,Delta Air Lines,4148,245469832,BOI,Boise,3,23B,,2026-04-29T19:57:00-07:00,2026-04-29T19:57:00-07:00,,DP,Departed,EMJ,,Embraer 175,N277SY,123,J,AF3063|AM3727|KE3194|KL6928|SK3574|VS2345,6
arrivals,DL4148,DL,Delta Air Lines,4148,245469832,BOI,Boise,3,23B,,2026-04-29T19:57:00-07:00,2026-04-29T19:57:00-07:00,,DP,Departed,EMJ,,Embraer 175,N277SY,123,J,AF3063|AM3727|KE3194|KL6928|SK3574|VS2345,6
arrivals,DL4148,DL,Delta Air Lines,4148,245469832,BOI,Boise,3,23B,,2026-04-29T19:57:00-07:00,2026-04-29T19:57:00-07:00,,DP,Departed,EMJ,,Embraer 175,N277SY,123,J,AF3063|AM3727|KE3194|KL6928|SK3574|VS2345,6
arrivals,DL1049,DL,Delta Air Lines,1049,245469578,DEN,Denver,3,27,,2026-04-29T19:59:00-07:00,2026-04-29T19:54:00-07:00,,DP,Departed,319,A319,Airbus A319,N336NB,140,J,AF2311|AM3809|KE7529|LY4277|SK3593,5
arrivals,DL1049,DL,Delta Air Lines,1049,245469578,DEN,Denver,3,27,,2026-04-29T19:59:00-07:00,2026-04-29T19:54:00-07:00,,DP,Departed,319,A319,Airbus A319,N336NB,140,J,AF2311|AM3809|KE7529|LY4277|SK3593,5
arrivals,DL1049,DL,Delta Air Lines,1049,245469578,DEN,Denver,3,27,,2026-04-29T19:59:00-07:00,2026-04-29T19:54:00-07:00,,DP,Departed,319,A319,Airbus A319,N336NB,140,J,AF2311|AM3809|KE7529|LY4277|SK3593,5
arrivals,DL1049,DL,Delta Air Lines,1049,245469578,DEN,Denver,3,27,,2026-04-29T19:59:00-07:00,2026-04-29T19:54:00-07:00,,DP,Departed,319,A319,Airbus A319,N336NB,140,J,AF2311|AM3809|KE7529|LY4277|SK3593,5
arrivals,DL1049,DL,Delta Air Lines,1049,245469578,DEN,Denver,3,27,,2026-04-29T19:59:00-07:00,2026-04-29T19:54:00-07:00,,DP,Departed,319,A319,Airbus A319,N336NB,140,J,AF2311|AM3809|KE7529|LY4277|SK3593,5
arrivals,DL1049,DL,Delta Air Lines,1049,245469578,DEN,Denver,3,27,,2026-04-29T19:59:00-07:00,2026-04-29T19:54:00-07:00,,DP,Departed,319,A319,Airbus A319,N336NB,140,J,AF2311|AM3809|KE7529|LY4277|SK3593,5
arrivals,OO4955,OO,SkyWest,4955,245469228,SEA,Seattle,4,52G,,2026-04-29T20:00:00-07:00,2026-04-29T19:49:00-07:00,2026-04-29T19:49:00-07:00,DP,Departed,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,AY4168|FJ5053|JL7510|QF4729|TN1263,5
arrivals,OO4955,OO,SkyWest,4955,245469228,SEA,Seattle,4,52G,,2026-04-29T20:00:00-07:00,2026-04-29T19:49:00-07:00,2026-04-29T19:49:00-07:00,DP,Departed,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,AY4168|FJ5053|JL7510|QF4729|TN1263,5
arrivals,OO4955,OO,SkyWest,4955,245469228,SEA,Seattle,4,52G,,2026-04-29T20:00:00-07:00,2026-04-29T19:49:00-07:00,2026-04-29T19:49:00-07:00,DP,Departed,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,AY4168|FJ5053|JL7510|QF4729|TN1263,5
arrivals,OO4955,OO,SkyWest,4955,245469228,SEA,Seattle,4,52G,,2026-04-29T20:00:00-07:00,2026-04-29T19:49:00-07:00,2026-04-29T19:49:00-07:00,DP,Departed,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,AY4168|FJ5053|JL7510|QF4729|TN1263,5
arrivals,OO4955,OO,SkyWest,4955,245469228,SEA,Seattle,4,52G,,2026-04-29T20:00:00-07:00,2026-04-29T19:49:00-07:00,2026-04-29T19:49:00-07:00,DP,Departed,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,AY4168|FJ5053|JL7510|QF4729|TN1263,5
